ID,Name,Role,Full Name,Image,DOB,Batting Style (s),Bowling Style (s),Batting Style (l),Bowling Style(l),Team ID,Playing Role
10238,MN Samuels,P,Marlon Samuels,/db/PICTURES/CMS/132300/132390.1.jpg,5-2-1981,rhb,ob,right-hand bat,right-arm offbreak,4.0,top-order batter
45554,DR Smith,P,Dwayne Smith,/db/PICTURES/CMS/232800/232811.jpg,12-4-1983,rhb,rm,right-hand bat,right-arm medium,4.0,allrounder
55140,KM Jarvis,P,Kyle Jarvis,/db/PICTURES/CMS/203300/203355.1.jpg,16-2-1989,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
10639,S Matsikenyeri,P,Stuart Matsikenyeri,/db/PICTURES/CMS/203300/203317.1.jpg,3-5-1983,rhb,ob,right-hand bat,right-arm offbreak,9.0,middle-order batter
47618,F Mutizwa,P,Forster Mutizwa,/db/PICTURES/CMS/203300/203345.1.jpg,24-8-1985,rhb,ob,right-hand bat,right-arm offbreak,9.0,wicketkeeper batter
60834,R Muzhange,P,Richard Muzhange,/db/PICTURES/CMS/149700/149734.1.jpg,30-1-1991,rhb,rm,right-hand bat,right-arm medium,9.0,
49266,BV Vitori,P,Brian Vitori,/db/PICTURES/CMS/203300/203351.1.jpg,22-2-1990,lhb,lfm,left-hand bat,left-arm fast-medium,9.0,bowler
48205,MN Waller,P,Malcolm Waller,/db/PICTURES/CMS/235600/235683.1.jpg,28-9-1984,rhb,ob,right-hand bat,right-arm offbreak,9.0,batter
61857,Aftab Alam,P,Aftab Alam,/db/PICTURES/CMS/185500/185547.1.jpg,30-11-1992,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,bowler
59773,Amir Hamza,P,Amir Hamza,/db/PICTURES/CMS/181200/181271.jpg,15-8-1991,rhb,sla,right-hand bat,slow left-arm orthodox,40.0,bowling allrounder
66395,Najeeb Tarakai,P,Najeeb Tarakai,/db/PICTURES/CMS/181200/181275.jpg,2-2-1991,rhb,ob,right-hand bat,right-arm offbreak,40.0,opening batter
45487,DE Bollinger,P,Doug Bollinger,/db/PICTURES/CMS/128300/128313.1.jpg,24-7-1981,lhb,lfm,left-hand bat,left-arm fast-medium,2.0,bowler
49958,NM Coulter-Nile,P,Nathan Coulter-Nile,/db/PICTURES/CMS/289900/289950.jpg,11-10-1987,rhb,rf,right-hand bat,right-arm fast,2.0,bowling allrounder
50483,JP Faulkner,P,James Faulkner,/db/PICTURES/CMS/246100/246159.jpg,29-4-1990,rhb,lfm,right-hand bat,left-arm fast-medium,2.0,bowling allrounder
35812,AJ Finch,P,Aaron Finch,/db/PICTURES/CMS/304000/304053.jpg,17-11-1986,rhb,sla,right-hand bat,slow left-arm orthodox,2.0,top-order batter
6253,BJ Hodge,P,Brad Hodge,/db/PICTURES/CMS/146100/146172.1.jpg,29-12-1974,rhb,ob,right-hand bat,right-arm offbreak,2.0,top-order batter
66372,JM Muirhead,P,James Muirhead,/db/PICTURES/CMS/181800/181813.1.jpg,30-7-1993,rhb,lb,right-hand bat,legbreak,2.0,bowler
65060,Al-Amin Hossain,P,Al-Amin Hossain,/db/PICTURES/CMS/302900/302973.jpg,27-12-1992,rhb,rmf,right-hand bat,right-arm medium-fast,25.0,bowler
58536,Anamul Haque,P,Anamul Haque,/db/PICTURES/CMS/302900/302976.jpg,16-12-1992,rhb,,right-hand bat,,25.0,wicketkeeper batter
58225,Mominul Haque,P,Mominul Haque,/db/PICTURES/CMS/303100/303146.jpg,29-9-1991,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,middle-order batter
58220,Sabbir Rahman,P,Sabbir Rahman,/db/PICTURES/CMS/303200/303247.jpg,22-11-1991,rhb,lb,right-hand bat,legbreak,25.0,middle-order batter
61947,Sohag Gazi,P,Sohag Gazi,/db/PICTURES/CMS/303100/303159.jpg,5-8-1991,rhb,ob,right-hand bat,right-arm offbreak,25.0,bowler
66808,Taskin Ahmed,P,Taskin Ahmed,/db/PICTURES/CMS/303100/303169.jpg,3-4-1995,lhb,rf,left-hand bat,right-arm fast,25.0,bowler
46597,MM Ali,P,Moeen Ali,/db/PICTURES/CMS/289600/289661.1.jpg,18-6-1987,lhb,ob,left-hand bat,right-arm offbreak,1.0,batting allrounder
7822,IR Bell,P,Ian Bell,/db/PICTURES/CMS/304900/304986.jpg,11-4-1982,rhb,rm,right-hand bat,right-arm medium,1.0,top-order batter
51421,CJ Jordan,P,Chris Jordan,/db/PICTURES/CMS/303900/303926.jpg,4-10-1988,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,bowler
48666,SD Parry,P,Stephen Parry,/db/PICTURES/CMS/305000/305025.jpg,12-1-1986,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,bowler
49496,CR Woakes,P,Chris Woakes,/db/PICTURES/CMS/304300/304336.jpg,2-3-1989,rhb,rfm,right-hand bat,right-arm fast-medium,1.0,allrounder
52656,JE Root,P,Joe Root,/db/PICTURES/CMS/303900/303966.jpg,30-12-1990,rhb,"ob,lb",right-hand bat,"right-arm offbreak,legbreak",1.0,top-order batter
53320,BA Stokes,P,Ben Stokes,/db/PICTURES/CMS/305000/305019.jpg,4-6-1991,lhb,rfm,left-hand bat,right-arm fast-medium,1.0,allrounder
51511,JJ Atkinson,CWK,Jamie Atkinson,/db/PICTURES/CMS/181300/181395.1.jpg,23-8-1990,rhb,,right-hand bat,,19.0,wicketkeeper batter
56926,Waqas Barkat,VCK,Waqas Barkat,/db/PICTURES/CMS/181300/181397.1.jpg,17-2-1990,rhb,lb,right-hand bat,legbreak,19.0,wicketkeeper batter
59686,Aizaz Khan,P,Aizaz Khan,/db/PICTURES/CMS/181300/181399.1.jpg,21-3-1993,rhb,rmf,right-hand bat,right-arm medium-fast,19.0,allrounder
66838,Babar Hayat,P,Babar Hayat,/db/PICTURES/CMS/181400/181407.1.jpg,5-1-1992,rhb,rm,right-hand bat,right-arm medium,19.0,batter
61802,MS Chapman,P,Mark Chapman,/db/PICTURES/CMS/303800/303803.jpg,27-6-1994,lhb,sla,left-hand bat,slow left-arm orthodox,5.0,allrounder
75287,Ehsan Nawaz,P,Ehsan Nawaz,/db/PICTURES/CMS/181400/181403.1.jpg,21-3-1995,rhb,rfm,right-hand bat,right-arm fast-medium,19.0,bowler
66839,Haseeb Amjad,P,Haseeb Amjad,/db/PICTURES/CMS/181400/181405.1.jpg,11-11-1987,rhb,rmf,right-hand bat,right-arm medium-fast,19.0,bowler
48482,Irfan Ahmed,P,Irfan Ahmed,/db/PICTURES/CMS/181400/181409.1.jpg,20-11-1989,rhb,rfm,right-hand bat,right-arm fast-medium,19.0,allrounder
15350,JPR Lamsam,P,Roy Lamsam,/db/PICTURES/CMS/181400/181411.1.jpg,15-5-1980,rhb,rm,right-hand bat,right-arm medium,19.0,allrounder
48750,Munir Dar,P,Munir Dar,/db/PICTURES/CMS/181400/181413.1.jpg,4-3-1974,rhb,sla,right-hand bat,slow left-arm orthodox,19.0,allrounder
47983,Nadeem Ahmed,P,Nadeem Ahmed,/db/PICTURES/CMS/181400/181415.1.jpg,28-9-1987,rhb,sla,right-hand bat,slow left-arm orthodox,19.0,bowler
19786,Najeeb Amar,P,Najeeb Amar,/db/PICTURES/CMS/181400/181417.1.jpg,25-9-1971,lhb,sla,left-hand bat,slow left-arm orthodox,19.0,allrounder
56923,Nizakat Khan,P,Nizakat Khan,/db/PICTURES/CMS/235700/235723.1.jpg,8-7-1992,rhb,lb,right-hand bat,legbreak,19.0,allrounder
59684,KD Shah,P,Kinchit Shah,/db/PICTURES/CMS/181400/181421.1.jpg,9-12-1995,lhb,ob,left-hand bat,right-arm offbreak,19.0,top-order batter
49912,Tanwir Afzal,P,Tanwir Afzal,/db/PICTURES/CMS/277700/277799.1.jpg,12-6-1988,rhb,rfm,right-hand bat,right-arm fast-medium,19.0,allrounder
57444,VR Aaron,P,Varun Aaron,/db/PICTURES/CMS/181800/181829.1.jpg,29-10-1989,rhb,rf,right-hand bat,right-arm fast,6.0,bowler
10553,STR Binny,P,Stuart Binny,/db/PICTURES/CMS/304200/304260.png,3-6-1984,rhb,rm,right-hand bat,right-arm medium,6.0,allrounder
15887,S Dhawan,P,Shikhar Dhawan,/db/PICTURES/CMS/302300/302373.jpg,5-12-1985,lhb,ob,left-hand bat,right-arm offbreak,6.0,opening batter
54282,B Kumar,P,Bhuvneshwar Kumar,/db/PICTURES/CMS/304100/304194.png,5-2-1990,rhb,rm,right-hand bat,right-arm medium,6.0,bowler
12562,A Mishra,P,Amit Mishra,/db/PICTURES/CMS/304100/304193.png,24-11-1982,rhb,lb,right-hand bat,legbreak,6.0,bowler
63646,Mohammed Shami,P,Mohammed Shami,/db/PICTURES/CMS/304200/304210.png,3-9-1990,rhb,rf,right-hand bat,right-arm fast,6.0,bowler
51096,AM Rahane,P,Ajinkya Rahane,/db/PICTURES/CMS/312100/312159.png,6-6-1988,rhb,rm,right-hand bat,right-arm medium,6.0,top-order batter
66722,MM Sharma,P,Mohit Sharma,/db/PICTURES/CMS/307400/307489.png,18-9-1988,rhb,rm,right-hand bat,right-arm medium,6.0,bowler
60322,AR McBrine,P,Andy McBrine,/db/PICTURES/CMS/305200/305252.jpg,30-4-1993,lhb,ob,left-hand bat,right-arm offbreak,29.0,bowling allrounder
48527,AD Poynter,P,Andrew Poynter,/db/PICTURES/CMS/305200/305246.jpg,25-4-1987,rhb,ob,right-hand bat,right-arm offbreak,29.0,batter
52639,JNK Shannon,P,James Shannon,/db/PICTURES/CMS/303900/303999.jpg,12-2-1990,rhb,ob,right-hand bat,right-arm offbreak,29.0,middle-order batter
57785,CA Young,P,Craig Young,/db/PICTURES/CMS/367800/367864.4.jpg,4-4-1990,rhb,rfm,right-hand bat,right-arm fast-medium,29.0,bowler
47455,P Khadka,C,Paras Khadka,/db/PICTURES/CMS/259900/259974.1.jpg,24-10-1987,rhb,"rmf,ob",right-hand bat,"right-arm medium-fast,right-arm offbreak",32.0,allrounder
62001,PS Airee,P,Pradeep Airee,/db/PICTURES/CMS/173100/173101.1.jpg,1-9-1992,rhb,rm,right-hand bat,right-arm medium,32.0,wicketkeeper batter
61652,B Bhandari,P,Binod Bhandari,/db/PICTURES/CMS/259900/259965.1.jpg,25-1-1990,rhb,rab,right-hand bat,right-arm bowler,32.0,wicketkeeper batter
49182,A Bhattarai,P,Amrit Bhattarai,/db/PICTURES/CMS/173000/173097.1.jpg,30-12-1990,rhb,lm,right-hand bat,left-arm medium,32.0,bowler
61764,NB Budayair,P,Naresh Budayair,/db/PICTURES/CMS/148400/148419.jpg,15-10-1991,rhb,rab,right-hand bat,right-arm bowler,32.0,opening batter
24700,SP Gauchan,P,Shakti Gauchan,/db/PICTURES/CMS/260000/260033.1.jpg,22-4-1984,rhb,sla,right-hand bat,slow left-arm orthodox,32.0,bowler
62000,SP Khakurel,WK,Subash Khakurel,/db/PICTURES/CMS/173000/173091.1.jpg,22-6-1987,rhb,,right-hand bat,,32.0,wicketkeeper batter
49179,G Malla,P,Gyanendra Malla,/db/PICTURES/CMS/259900/259966.1.jpg,16-9-1990,rhb,,right-hand bat,,32.0,top-order batter
54987,AK Mandal,P,Anil Mandal,/db/PICTURES/CMS/172900/172991.1.jpg,5-2-1991,rhb,,right-hand bat,,32.0,opening batter
72575,JK Mukhiya,P,Jitendra Mukhiya,/db/PICTURES/CMS/172800/172825.1.jpg,22-11-1992,rhb,rmf,right-hand bat,right-arm medium-fast,32.0,bowler
24689,B Regmi,P,Basant Regmi,/db/PICTURES/CMS/259900/259963.1.jpg,6-4-1986,lhb,sla,left-hand bat,slow left-arm orthodox,32.0,bowler
65874,Sagar Pun,P,Sagar Pun,/db/PICTURES/CMS/260000/260031.1.jpg,1-3-1993,rhb,ob,right-hand bat,right-arm offbreak,32.0,opening batter
74675,Sompal Kami,P,Sompal Kami,/db/PICTURES/CMS/260000/260035.1.jpg,2-2-1996,rhb,rfm,right-hand bat,right-arm fast-medium,32.0,bowling allrounder
47457,S Vesawkar,P,Sharad Vesawkar,/db/PICTURES/CMS/330400/330470.1.jpg,6-10-1988,rhb,ob,right-hand bat,right-arm offbreak,32.0,middle-order batter
52999,RK Vishwakarma,P,Rahul Vishwakarma,/db/PICTURES/CMS/173000/173085.1.jpg,19-10-1992,lhb,sla,left-hand bat,slow left-arm orthodox,32.0,
59793,P Baskota,P,Prithu Baskota,/db/PICTURES/CMS/148400/148420.jpg,5-7-1992,rhb,ob,right-hand bat,right-arm offbreak,32.0,
65872,A Karn,P,Avinash Karn,/db/PICTURES/CMS/173000/173089.1.jpg,4-2-1995,rhb,lm,right-hand bat,left-arm medium,32.0,bowler
65446,Ahsan Malik,P,Ahsan Malik,/db/PICTURES/CMS/141500/141518.1.jpg,29-8-1989,rhb,rmf,right-hand bat,right-arm medium-fast,15.0,bowler
48111,W Barresi,WK,Wesley Barresi,/db/PICTURES/CMS/322400/322483.png,3-5-1984,rhb,ob,right-hand bat,right-arm offbreak,15.0,batter
63105,BN Cooper,P,Ben Cooper,/db/PICTURES/CMS/322400/322484.png,10-2-1992,lhb,rm,left-hand bat,right-arm medium,15.0,middle-order batter
48736,TLW Cooper,P,Tom Cooper,/db/PICTURES/CMS/182100/182135.1.jpg,26-11-1986,rhb,ob,right-hand bat,right-arm offbreak,15.0,middle-order batter
62816,TJ Heggelman,P,Tom Heggelman,/db/PICTURES/CMS/141500/141515.1.jpg,16-1-1987,rhb,rm,right-hand bat,right-arm medium,15.0,opening batter
60259,VJ Kingma,P,Vivian Kingma,/db/PICTURES/CMS/366300/366324.4.jpg,23-10-1994,rhb,rmf,right-hand bat,right-arm medium-fast,15.0,bowler
49218,SJ Myburgh,P,Stephan Myburgh,/db/PICTURES/CMS/141500/141516.1.jpg,28-2-1984,lhb,ob,left-hand bat,right-arm offbreak,15.0,opening batter
58594,MJG Rippon,P,Michael Rippon,/db/PICTURES/CMS/312300/312307.1.jpg,14-9-1991,rhb,lws,right-hand bat,left-arm wrist-spin,5.0,allrounder
53266,MR Swart,P,Michael Swart,/db/PICTURES/CMS/141500/141517.1.jpg,1-10-1982,rhb,ob,right-hand bat,right-arm offbreak,2.0,middle-order batter
61845,LV van Beek,P,Logan van Beek,/db/PICTURES/CMS/329300/329356.4.jpg,7-9-1990,rhb,rmf,right-hand bat,right-arm medium-fast,15.0,bowler
55246,T van der Gugten,P,Timm van der Gugten,/db/PICTURES/CMS/141500/141514.1.jpg,25-2-1991,rhb,rfm,right-hand bat,right-arm fast-medium,15.0,bowler
51057,CJ Anderson,P,Corey Anderson,/db/PICTURES/CMS/303600/303609.jpg,13-12-1990,lhb,lmf,left-hand bat,left-arm medium-fast,11.0,batting allrounder
51092,TA Boult,P,Trent Boult,/db/PICTURES/CMS/303600/303673.jpg,22-7-1989,rhb,lfm,right-hand bat,left-arm fast-medium,5.0,bowler
47485,AP Devcich,P,Anton Devcich,/db/PICTURES/CMS/303700/303784.png,28-9-1985,lhb,sla,left-hand bat,slow left-arm orthodox,5.0,opening batter
53716,MJ McClenaghan,P,Mitchell McClenaghan,/db/PICTURES/CMS/303800/303805.png,11-6-1986,lhb,lfm,left-hand bat,left-arm fast-medium,5.0,bowler
49106,C Munro,P,Colin Munro,/db/PICTURES/CMS/303700/303792.png,11-3-1987,lhb,rmf,left-hand bat,right-arm medium-fast,5.0,opening batter
57196,JDS Neesham,P,James Neesham,/db/PICTURES/CMS/303600/303603.jpg,17-9-1990,lhb,rmf,left-hand bat,right-arm medium-fast,5.0,batting allrounder
17850,L Ronchi,WK,Luke Ronchi,/db/PICTURES/CMS/303600/303605.jpg,23-4-1981,rhb,,right-hand bat,,5.0,wicketkeeper batter
56563,Bilawal Bhatti,P,Bilawal Bhatti,/db/PICTURES/CMS/171800/171839.1.jpg,17-9-1991,rhb,rmf,right-hand bat,right-arm medium-fast,7.0,bowler
49906,Junaid Khan,P,Junaid Khan,/db/PICTURES/CMS/302800/302819.jpg,24-12-1989,rhb,lf,right-hand bat,left-arm fast,7.0,bowler
48987,Mohammad Talha,P,Mohammad Talha,/db/PICTURES/CMS/181600/181647.jpg,15-10-1988,rhb,rmf,right-hand bat,right-arm medium-fast,7.0,bowler
48984,Sharjeel Khan,P,Sharjeel Khan,/db/PICTURES/CMS/236800/236867.jpg,14-8-1989,lhb,lb,left-hand bat,legbreak,7.0,opening batter
47686,Sohaib Maqsood,P,Sohaib Maqsood,/db/PICTURES/CMS/171800/171841.1.jpg,15-4-1987,rhb,ob,right-hand bat,right-arm offbreak,7.0,middle-order batter
45764,Zulfiqar Babar,P,Zulfiqar Babar,/db/PICTURES/CMS/163400/163403.1.jpg,10-12-1978,rhb,sla,right-hand bat,slow left-arm orthodox,7.0,bowler
58406,Q de Kock,WK,Quinton de Kock,/db/PICTURES/CMS/317900/317947.jpg,17-12-1992,lhb,,left-hand bat,,3.0,wicketkeeper batter
58511,BE Hendricks,P,Beuran Hendricks,/db/PICTURES/CMS/317900/317967.jpg,8-6-1990,lhb,lfm,left-hand bat,left-arm fast-medium,3.0,bowler
19422,Imran Tahir,P,Imran Tahir,/db/PICTURES/CMS/263700/263772.1.jpg,27-3-1979,rhb,lbg,right-hand bat,legbreak googly,3.0,bowler
53891,DA Miller,P,David Miller,/db/PICTURES/CMS/317900/317964.jpg,10-6-1989,lhb,ob,left-hand bat,right-arm offbreak,3.0,middle-order batter
46936,AM Phangiso,P,Aaron Phangiso,/db/PICTURES/CMS/238100/238129.jpg,21-1-1984,rhb,sla,right-hand bat,slow left-arm orthodox,3.0,bowler
46995,RAS Lakmal,P,Suranga Lakmal,/db/PICTURES/CMS/342100/342101.4.jpg,10-3-1987,rhb,rfm,right-hand bat,right-arm fast-medium,8.0,bowler
52373,MDKJ Perera,P,Kusal Perera,/db/PICTURES/CMS/263600/263669.1.png,17-8-1990,lhb,,left-hand bat,,8.0,wicketkeeper batter
50378,S Prasanna,P,Seekkuge Prasanna,/db/PICTURES/CMS/305100/305108.jpg,27-6-1985,rhb,lb,right-hand bat,legbreak,8.0,allrounder
50837,SMSM Senanayake,P,Sachithra Senanayake,/db/PICTURES/CMS/305100/305112.jpg,9-2-1985,rhb,ob,right-hand bat,right-arm offbreak,8.0,bowler
56648,PC de Silva,P,Chaturanga de Silva,/db/PICTURES/CMS/305100/305169.jpg,17-1-1990,lhb,sla,left-hand bat,slow left-arm orthodox,8.0,allrounder
36602,Khurram Khan,C,Khurram Khan,/db/PICTURES/CMS/173000/173035.1.jpg,21-6-1971,lhb,sla,left-hand bat,slow left-arm orthodox,27.0,top-order batter
49463,Ahmed Raza,P,Ahmed Raza,/db/PICTURES/CMS/173000/173015.1.jpg,10-10-1988,rhb,sla,right-hand bat,slow left-arm orthodox,27.0,bowler
46491,Amjad Ali,WK,Amjad Ali,/db/PICTURES/CMS/181200/181263.1.jpg,25-9-1979,lhb,lb,left-hand bat,legbreak,27.0,batter
48412,Amjad Javed,P,Amjad Javed,/db/PICTURES/CMS/173000/173029.1.jpg,5-7-1980,rhb,rm,right-hand bat,right-arm medium,27.0,allrounder
62025,Faizan Asif,P,Faizan Asif,/db/PICTURES/CMS/181800/181849.jpg,21-12-1992,lhb,,left-hand bat,,27.0,opening batter
12206,AM Guruge,P,Manjula Guruge,/db/PICTURES/CMS/173000/173023.1.jpg,14-2-1981,rhb,lfm,right-hand bat,left-arm fast-medium,27.0,bowler
70560,Kamran Shazad,P,Kamran Shazad,/db/PICTURES/CMS/173000/173037.1.jpg,25-8-1980,rhb,rmf,right-hand bat,right-arm medium-fast,27.0,bowler
56493,Moaaz Qazi,P,Moaaz Qazi,/db/PICTURES/CMS/179800/179861.1.jpg,15-10-1995,rhb,ob,right-hand bat,right-arm offbreak,27.0,
62044,SP Patil,P,Swapnil Patil,/db/PICTURES/CMS/173000/173025.1.jpg,15-4-1985,rhb,,right-hand bat,,27.0,wicketkeeper batter
53033,Rohan Mustafa,P,Rohan Mustafa,/db/PICTURES/CMS/173000/173017.1.jpg,7-10-1988,lhb,ob,left-hand bat,right-arm offbreak,27.0,top-order batter
70999,Rohit Singh,P,Rohit Singh,/db/PICTURES/CMS/253600/253665.1.jpg,22-10-1993,rhb,,right-hand bat,,27.0,
45742,Shaiman Anwar,P,Shaiman Anwar,/db/PICTURES/CMS/318000/318000.jpg,15-3-1979,rhb,lbg,right-hand bat,legbreak googly,27.0,top-order batter
46388,Sharif Asadullah,P,Sharif Asadullah,/db/PICTURES/CMS/181800/181851.jpg,14-12-1984,rhb,rfm,right-hand bat,right-arm fast-medium,27.0,bowler
56477,V Shetty,P,Vikrant Shetty,/db/PICTURES/CMS/181200/181261.1.jpg,17-10-1983,rhb,ob,right-hand bat,right-arm offbreak,27.0,middle-order batter
15257,EHSN Silva,P,Shadeep Silva,/db/PICTURES/CMS/173000/173047.1.jpg,18-8-1978,lhb,sla,left-hand bat,slow left-arm orthodox,27.0,bowler
64443,SS Cottrell,P,Sheldon Cottrell,/db/PICTURES/CMS/232700/232765.jpg,19-8-1989,rhb,lfm,right-hand bat,left-arm fast-medium,4.0,bowler
53391,K Santokie,P,Krishmar Santokie,/db/PICTURES/CMS/181800/181845.jpg,20-12-1984,lhb,lm,left-hand bat,left-arm medium,4.0,bowler
60782,TL Chatara,P,Tendai Chatara,/db/PICTURES/CMS/203300/203357.1.jpg,28-2-1991,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
49272,TP Kamungozi,P,Tafadzwa Kamungozi,/db/PICTURES/CMS/181200/181299.1.jpg,8-6-1987,rhb,lb,right-hand bat,legbreak,9.0,allrounder
56570,SW Masakadza,P,Shingi Masakadza,/db/PICTURES/CMS/128500/128552.1.jpg,4-9-1986,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
59383,N Mushangwe,P,Natsai M'shangwe,/db/PICTURES/CMS/181200/181295.jpg,9-2-1991,rhb,lb,right-hand bat,legbreak,9.0,bowler
47209,T Panyangara,P,Tinashe Panyangara,/db/PICTURES/CMS/203300/203337.1.jpg,21-10-1985,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
52319,Sikandar Raza,P,Sikandar Raza,/db/PICTURES/CMS/181300/181305.1.jpg,24-4-1986,rhb,"ob,lb",right-hand bat,"right-arm offbreak,legbreak",9.0,batting allrounder
47206,SC Williams,P,Sean Williams,/db/PICTURES/CMS/235600/235675.1.jpg,26-9-1986,lhb,sla,left-hand bat,slow left-arm orthodox,9.0,middle-order batter
79159,Rashid Khan,P,Rashid Khan,/db/PICTURES/CMS/289200/289234.1.jpg,20-9-1998,rhb,lbg,right-hand bat,legbreak googly,40.0,bowling allrounder
74913,Usman Ghani,P,Usman Ghani,/db/PICTURES/CMS/179000/179063.1.jpg,20-11-1996,rhb,,right-hand bat,,40.0,opening batter
64929,AC Agar,P,Ashton Agar,/db/PICTURES/CMS/312100/312154.png,14-10-1993,lhb,sla,left-hand bat,slow left-arm orthodox,2.0,bowler
49002,JW Hastings,P,John Hastings,/db/PICTURES/CMS/263500/263532.1.jpg,4-11-1985,rhb,rfm,right-hand bat,right-arm fast-medium,2.0,allrounder
51367,JR Hazlewood,P,Josh Hazlewood,/db/PICTURES/CMS/263500/263531.1.jpg,8-1-1991,lhb,rfm,left-hand bat,right-arm fast-medium,2.0,bowler
48671,UT Khawaja,P,Usman Khawaja,/db/PICTURES/CMS/289900/289951.jpg,18-12-1986,lhb,rm,left-hand bat,right-arm medium,2.0,top-order batter
50771,MR Marsh,P,Mitchell Marsh,/db/PICTURES/CMS/356700/356780.1.png,20-10-1991,rhb,rm,right-hand bat,right-arm medium,2.0,allrounder
35816,PM Nevill,WK,Peter Nevill,/db/PICTURES/CMS/237600/237665.jpg,13-10-1985,rhb,,right-hand bat,,2.0,wicketkeeper
62500,AJ Tye,P,Andrew Tye,/db/PICTURES/CMS/237600/237671.jpg,12-12-1986,rhb,rmf,right-hand bat,right-arm medium-fast,2.0,bowler
58435,A Zampa,P,Adam Zampa,/db/PICTURES/CMS/263500/263543.1.jpg,31-3-1992,rhb,lbg,right-hand bat,legbreak googly,2.0,bowler
67278,Abu Hider,P,Abu Hider,/db/PICTURES/CMS/303200/303229.jpg,14-2-1996,rhb,lfm,right-hand bat,left-arm fast-medium,25.0,bowler
54674,Mustafizur Rahman,P,Mustafizur Rahman,/db/PICTURES/CMS/263500/263578.jpg,6-9-1995,lhb,lfm,left-hand bat,left-arm fast-medium,25.0,bowler
60030,Nurul Hasan,P,Nurul Hasan,/db/PICTURES/CMS/303200/303243.jpg,21-11-1993,rhb,,right-hand bat,,25.0,wicketkeeper batter
51242,Saqlain Sajib,P,Saqlain Sajib,/db/PICTURES/CMS/303200/303250.jpg,1-12-1988,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
59805,Shuvagata Hom,P,Shuvagata Hom,/db/PICTURES/CMS/329400/329407.1.jpg,11-11-1986,rhb,ob,right-hand bat,right-arm offbreak,25.0,batting allrounder
61619,Soumya Sarkar,P,Soumya Sarkar,/db/PICTURES/CMS/303100/303160.jpg,25-2-1993,lhb,rmf,left-hand bat,right-arm medium-fast,25.0,batting allrounder
45560,Arafat Sunny,P,Arafat Sunny,/db/PICTURES/CMS/303200/303231.jpg,29-9-1986,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
52241,SW Billings,P,Sam Billings,/db/PICTURES/CMS/305000/305029.jpg,15-6-1991,rhb,,right-hand bat,,1.0,wicketkeeper batter
48572,LA Dawson,P,Liam Dawson,/db/PICTURES/CMS/304300/304329.jpg,1-3-1990,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,allrounder
45443,LE Plunkett,P,Liam Plunkett,/db/PICTURES/CMS/304300/304347.jpg,6-4-1985,rhb,rf,right-hand bat,right-arm fast,1.0,bowler
52290,JJ Roy,P,Jason Roy,/db/PICTURES/CMS/303900/303963.jpg,21-7-1990,rhb,,right-hand bat,,1.0,opening batter
62587,RJW Topley,P,Reece Topley,/db/PICTURES/CMS/356800/356811.1.png,21-2-1994,rhb,lfm,right-hand bat,left-arm fast-medium,1.0,bowler
52122,JM Vince,P,James Vince,/db/PICTURES/CMS/303900/303961.jpg,14-3-1991,rhb,rm,right-hand bat,right-arm medium,1.0,batter
53121,DJ Willey,P,David Willey,/db/PICTURES/CMS/305000/305028.jpg,28-2-1990,lhb,lfm,left-hand bat,left-arm fast-medium,1.0,bowling allrounder
70978,Waqas Khan,P,Waqas Khan,/db/PICTURES/CMS/216700/216701.1.jpg,10-3-1999,rhb,rmf,right-hand bat,right-arm medium-fast,19.0,batter
62189,Anshuman Rath,P,Anshy Rath,/db/PICTURES/CMS/235700/235705.1.jpg,5-11-1997,lhb,sla,left-hand bat,slow left-arm orthodox,19.0,wicketkeeper batter
5656,RJ Campbell,P,Ryan Campbell,/db/PICTURES/CMS/235700/235741.1.jpg,7-2-1972,rhb,ob,right-hand bat,right-arm offbreak,19.0,wicketkeeper batter
84759,C Carter,WK,Christopher Carter,/db/PICTURES/CMS/235700/235703.1.jpg,9-9-1997,rhb,,right-hand bat,,19.0,wicketkeeper batter
64486,A Mehmood,P,Adil Mehmood,/db/PICTURES/CMS/235700/235715.1.jpg,31-12-1988,rhb,rm,right-hand bat,right-arm medium,19.0,bowler
70640,JJ Bumrah,P,Jasprit Bumrah,/db/PICTURES/CMS/356800/356849.1.png,6-12-1993,rhb,rf,right-hand bat,right-arm fast,6.0,bowler
66253,P Negi,P,Pawan Negi,/db/PICTURES/CMS/309000/309080.png,6-1-1993,lhb,sla,left-hand bat,slow left-arm orthodox,6.0,bowler
51454,MK Pandey,P,Manish Pandey,/db/PICTURES/CMS/302500/302572.jpg,10-9-1989,rhb,rm,right-hand bat,right-arm medium,6.0,top-order batter
